"JSON.stringify(data, null, 2) is my goto thing, when I debug. :D",tech
Until you're gonna make a Vue interview I can't validate either of you :))),tech
"If this is a beginner React interview, I need to practice more. lol",tech
"Lol, this is really good content. Keep it up guys! I had so much fun watching this.",tech
"Love to see both of you ""trolling"", lol",tech
I've been watching both of your channels a lot recently so I was very confused and excited when I saw the thumbnail!,tech
Yes we want 2nd part of this interview for sure.,tech
"this interview: ""Feel free to google stuff""\nactual interview: what is the syntax to pass object to string?",tech
Looking forward to see advance interview on react!,tech
This is pretty similar to a recent react interview I had. Nice video and convo :),tech
bring also TechLead to lead your sessions ... as a millionaire :),tech
NaN,tech
Home page: https://www.3blue1brown.com/\nBrought to you by you: http://3b1b.co/nn1-thanks\nAdditional funding provided by Amplify Partners\n\nFull playlist:,tech
"Brain: ""I'm a stupid human beeing..""\nNeuron: ""Hold my 0 to 1!""",tech
Quote: “Any fool can make something complicated. It takes a genius to make it simple.”…..nailed.,tech
"In class : printf(""Hello world"");\nThe exam : This video",tech
"It takes 3000-4000 lines of code to make those graphics possible, he's a freakin legend",tech
"Around 2 years ago I was a sophomore statistics student and had no idea what deep learning is, until I met this video and 3b1b channel. His clear explanation of neural network and animations blew my mind. Since then I started my journey in machine learning. For a random reason I clicked onto this video again, and realized how long my journey in this field have been. This video really changed my life and I am really grateful about it.",tech
"Regards, awesome explanation.",tech
"All my thoughts are ""at once fun and kind of horrifying!""",tech
I'm studying AI for my masters degree and my professor told everyone to watch this video to understand the concept :D,tech
"As a person who has self-learned a bit of python and is just trying to learn this stuff, this is exactly the best place to begin.",tech
"spouse: ""what did you learn today?""\nme: ""squishification functions""\nspouse: ""... """,tech
When your brain is smarter than you,tech
"i find immense pleasure in repeating the phrase ""sigmoid sqishification""",tech
"""More A than I"" has to be the most apt way of describing AI at this time.",tech
"Me: Wow, finally I am understanding neural networks\nSignoid: Hold my function",tech
"This guy: Uses dark screen to illustrate a long concept so that it's easy on the eyes.\nEveryone: ""Carefully, he's a hero.""",tech
I can't wait for neural networking to be able to recognize my doctor's prescription.,tech
"""Even when it works, dig into why"" - 3B1B. Your lessons are pure gold sir. I'm here after watching the entire Essence of Linear Algebra. Thank you.",tech
"3Blue1Brown\n""Sigmoid Squishification Function"": 11:23\nMost brilliantly named function I have ever heard named. Absolutely brilliant. The merger of the technical with the simple with a double alliteration for easy memory.",tech
It felt like I was watching an anime didn't even feel like I was putting in an effort and I learnt so much! Thanks Grant!,tech
한국어자막 중간에 없어져서 너무 끔찍하다ㅠㅠ,tech
阿～ 看完李弘毅老師的影片之後回來聽這部影片真的是恍然大悟，全都懂了,tech
"3년전 영상이지만, 감사하다.",tech
잘 보고 있습니다. 감사합니다.!!,tech
The last time I had the feeling I got watching this video was when I first understood derivatives in my fresh year at university. Thank you for this.,tech
"Most educational videos give viewers the impression that they are learning something, while in reality, they cannot reliably explain any of the important points of the video later, so they haven't really learned anything. But your videos give me the impression that I haven't learned anything, because all the points you make are sort of obvious in isolation, while in reality, after watching them I find myself much better able to explain some of the concepts in simple, accurate terms. I hope more channels follow this pattern of excellent conceptual learning.",tech
여기 혹시 한국인 있나.... 있으면 손!!!,tech
이녀석!! 한국어 자막이며 한국 제목은 어떻게단거야!!,tech
2:00 overview\n3:13 숫자로 만들기\n5:20 hidden layer\n7:47 피쳐 추출,tech
왜 영어로 줘? 누가 해석좀 ㅎㅎ....;;,tech
I wish i had such a good teacher in school or college from which i eventually dropped out and self taught myself. If i had such a good teacher i would have never even gone to college to waste time. Thankyou 3B1B !,tech
This will go down as one of the best lectures in history. What an amazing and concise explanation of something I thought I would never understand ...,tech
불면증 치료제가 요기잉네,tech
이해했다!,tech
📂Documents\n └📁Videos\n └📁 3Blue1Brown\n └📁 Bad Videos,tech
"I have a question, there a “easy way” to explain why matrix multiplication (or operations) are good for use with neural networks? A good intuitive explanation.",tech
"when i saw my programming teacher teaching this,me:ahhhhhhhhhhhhhhhhhhh! when i saw this,me:what a relief",tech
감사합니다,tech
11분경부터 한국어 자막 날아감,tech
"I study mathematics, physics and architecture. By definition this man is an ORACLE in the strict meaning of the word. \n\nWith all honesty I never imagined someone explaining complex topics with the dexterity this man has. He is literally an institution and an outstanding teacher.",tech
"I've set the notification to ""All"" in an attempt to heavily weight the YouTube algorithm.",tech
感恩up！讲解得非常清晰通俗易懂，简直拯救我小组作业！同时表白中文字幕菌爱您瑞斯拜♥！,tech
"""Before plugging it through the sigmoid squishification function""",tech
謝謝大大詳細解說，好感動非常非常感謝,tech
Bio teacher: what is a neuron?\nMe: a thing that holds a number between 0 and 1,tech
"this is helping me get over my anxiety and sense of shame with math, thanks.",tech
"Squishification is now added to my vocabulary.\n""It works but u don't know why""",tech
这太棒了！so great！thanks！不过，我也只明白了一点点，但对于我来说已经够了！althrough，I just get a little。,tech
このビデオ、グラフィカルに説明していて、数学的な部分も非常にわかりやすいですね。\n\nところで、日本人いませんかね？,tech
In schools everyone taught us to practice maths but this man teaches us to imagine maths,tech
"I think you meant to say ""smash that bell, fam.""",tech
"""Sigmoid squishification function"" :D :D Had me laugh out loud :))",tech
I understood literally everything! Tears of joy (T_T),tech
"im doing a course in ML, they recommended these videos as side content.",tech
"THE TEACHING ASIDE , THOSE GRAPHICS MAN! TAKES LOT OF EFFORT!",tech
정다영왼쪽손왼쪽머리만지기DNA,tech
"this is my first introduction to machine learning and I watched this only twice to get it, really goes to show how good of a teacher this guy is, the effort he puts in is nothing short of amazing !",tech
Amazing channel. I’m learning ML for the first time and found this to be incredibly helpful!,tech
动画制作的非常优秀，非常简洁明了的吧原理展现给我们了，谢谢up主,tech
"Thank god, finally found this video after 6 years.",tech
Alright. I'm starting to understand nn finally. Thanks! great video.,tech
"Thank you from the bottom of my heart. <3 Hats off, amazing explanation.",tech
"I am having the feeling that in few years most of the machines are going to be more inteligent than me, but if that make me my live easier, is ok !",tech
"this is the least confusing neural network video i've watched, but i still don't understand.",tech
"I love this channel so much, I wish I could subscribe infinitely more times.",tech
"Our generation is lucky to have mentors like you, thank you so much sir!",tech
"卧槽 So powerful video, 终于搞懂了为什么用bias 了。 Brown 真是聪明绝顶！",tech
You're the first person to explain bias in an intuitive manner. Thank you.,tech
"I have been into deep learning for a while, but I've never dreamed about finding it on 3b1b channel, insanity :D",tech
11:35 보는중 (자막x),tech
One of the most beautiful channels I've ever seen in my whole life ... Thank you for your effort and your great sense about the science.,tech
This is incredibly beatifully animated and explained so well. Thank you,tech
Never got so close to imagining what a neural network does. Thanks!,tech
PART 1? THERE WILL BE MORE? YAS 3BLUE1BROWN IS DOING NEURAL NETWORKS! TODAY IS A GOOD DAY,tech
"Well explained, even the weights that makes me so much trouble!",tech
유익하고 흥미로와 '쬬아욧' 클릭! ~♥,tech
"Weights are, at the beginning, randomly generated, then tweaked a whole bunch of time automatically until it reaches a good value.",tech
Lol YT recommended this to me after finishing Nielsen's first chapter on neural networks :),tech
"Great video, Thank you for sharing. What determines the value of the weight?",tech
"This is the first time I'm commenting to a YouTube video and honestly, I'm so thankful people like you exist! I wish only the best for you in whatever you do!",tech
谢谢你们的中文字幕。,tech
我看到的标题是中文，进来是英文，什么情况？,tech
"@3Blue1Brown - A quick suggestion: Red-green color deficiency is the most common form of colorblindness. When trying to represent information via a color spectrum, could you please choose colors other than red and green for this reason? Red and blue are good choices because they are distinguishable by both red-green color deficient people as well as blue-yellow color deficient people, which is the second-most common form of colorblindness. I was completely unable to tell which pixels have positive weights and which ones had negative weights in your example due to my colorblindness. Thanks, and keep up the fantastic videos :)",tech
This is incredible! Math and Art combined beautifully. Thank you so much!,tech
谢谢中文字母,tech
i just want to say THANK YOU SO MUCH for this video. this really helped my understanding of neural networks.,tech
I think you can observe how youtube algorithm works and do something that everyone get notified when something new is uploaded.,tech
Squishification is now added to my vocabulary.,tech
"how do you know that such a perfect set of weights and biases exist for this shit to work?\nbtw, big fan:3",tech
"This video is awesome! It's extremely well explained, so much that I think I could try to code this my self in Python just thanks to the explanation!",tech
This channel is so great and visual it really gives me hope for the next 3 years of my CS degree. Thanks so much.,tech
"This might sound crazy, but I want to start referencing YouTube videos, such as this one, within academic writing. This would, however, require less informal language such as ""heck"" xD. Contact me if you might be interested in re-creating videos, such as this, in an academically acceptable format, then we could start the inevitable moving of the academic space towards videos.",tech
OH GOD YES\nON THE FOURTEENTH TIME OF WATCHING THIS VIDEO\nI FINALLY GET IT\nthis is the best feeling in the universe,tech
"""There are two neat things about this book""\ni think i see what you did there(i dont know if it is intentional or not)",tech
"Thank you very, very much, I was having a rough time trying to visualize all the concepts in my head, and you just made it so easy for me, I can't appreciate that enough!",tech
왜 한글 자막 있다 없냐ㅠㅠ,tech
"Amazing explanation, thank you a lot for the great video!",tech
how is it possible that I can lie in my bed on a Sunday and am presented with mind-boggling cutting edge knowledge told by an incredibly soothing voice in a world class manner on a 2K screen of a pocket supercomputer basically for free,tech
"No YouTubee but Grant would write a double-space after a period in their descriptions and comments. Like so. Which is cool, in an anachronistic sort of way.",tech
"This video is amazing! Thank you very much!\nThere is a small error, at minute 14:44 the bias goes from 0 to k not from 0 to n. (matrix multiplied a is: k x n * n x 1... so bias should be a vector of k x 1)",tech
9:25 How come we also have activation in the first/input layer? I thought the input layer only has all those pixel numbers.,tech
Best tutorial I've seen on YouTube. Thank you very much.,tech
This series is going to be a killer. \nHuman society will be on a next level when this channel is popular.,tech
WOW this stuff fascinates me but I just can't seem to understand it.,tech
"Can't get more enjoyable to learn! Perfect, well animated video of an ANN's working.",tech
"I love the fact you specified that this is not get rich fast scheme. I don't know who needs to hear this ,you've got to stop saving money , invest some part of It,if you really want financial freedom",tech
"Great video, finally kind of understood the concept!",tech
*squishification*,tech
Best breakdown! Thank you!,tech
我觉得我可以订阅一下，全是干货啊。\n\nI think I should subscribe this ，it's helpful forme.,tech
Sponsored by Brilliant? I was amazed by this program when I saw it on brilliant.,tech
This is genius... First time i have watched such a good video that explain this complex topic with this much ease..subbed,tech
"This is my very first time commenting on a YouTube video, and it's just to say: This is the best explanation of anything ever.",tech
"Man ur awesome, thank you for making me understand that.",tech
"Fantastic introduction to neural nets!! Thank you!! Very well structured, simplified and made intuitive. Excellent narration and animations.",tech
The way you’ve taken efforts so that we can understand in the most easy way possible is really admirable. Thank you,tech
"You must learn music, empath you dont get it, you'll find it when you find me, mother never gave me neurons but I'm still empath, I'm disfunction, I'm cold and sterile and aha to feel and help you, the program will still submit to reason and logic. Logic without empathy is a dead end . A son without a mother. A teacher without his only child.",tech
"Written some notes from the video to read quickly. Hope it helps somebody. \n\nl Neural Networks can recognize hand written digits, letters, words ( in general, tokens )\n l What are Neurons?",tech
I actually subscribed to the channel because I want Youtube's recommendation algorithm to give me more like this,tech
"So it's all just probability? ""Always has been.""",tech
Thank you for this great explanation!,tech
"you, sir, are a godsend. thank you for this",tech
"Thumbs up for the Sigmoid... ""Squishification""",tech
this was such a fascinating and well-made video!! :-'),tech
"Awesome explanation, it made my day. :) Thanks for such a wonderful tutorial video.",tech
The animation is impressive.,tech
what an amazing video/teacher. best explanation I've ever attended,tech
"Is anyone else nominating this series for the ""Distill Prize for Clarity"" in 2019? I really think he deserves it, excellent visualizations.",tech
this is the best video for deep learning intro i found online.,tech
"For the first time, I could wrap my head around neurons by watching this video. I'm going to get some linear algebra then will get back to the AI thing. Thanks",tech
下次一定,tech
"How you make everything so easy, I would love to see video playlist on ways for smart study, what approach you use for learning and how you connect even the difficult subject to your visual mind",tech
"Isn't it funny that we don't understand our brains, just like game characters don't have ""access"" to the game engine?",tech
"Beautiful explanation. Animations are so accurate and nice! actually, necessity is the mother of invention. His writing skills are not good, he doesn't want to write anything that's why he has developed his own software for animation. \n\nI am also coming in his category, used to explain things with animations only.",tech
"Great videos, I just have some difficulties trying to understand the bias part, what is the meaning of a neuron to be active or activated ?",tech
Good explanation for why the negative weights are useful! Thank you for this great video.,tech
"Hands down, one of the best channels on youtube!",tech
Thank you 3b1b. This video certainly gave me a deep enough understanding to allow my neural networks to retain the information.\n\nEDIT: seems like I'm not the only one making lame puns about the title.,tech
This video is absolutely amazing.,tech
"Thanks Brother, This is one of the best video on neural network.",tech
"""sigmoid squishification"". . yeah.",tech
"honestly, this is the clearest explanation I’ve ever heard on the topic. impressive!",tech
Squishification function,tech
The aesthetic & production of this channel's content is so on point.,tech
By far the best explanation I've ever seen on this particular topic. Thanks❤,tech
"Ah yes, the sigmoid squishification function.",tech
"Thank you, so outstanding. Worth my subscription",tech
squishification is my new favourite word.,tech
I can watch this 100 times and find something new every single time,tech
i extremely appreciate the really great visuals. makes understanding and seeing whats going on for programmers.,tech
"I'm still in a shock that none of my friend recommended me about this channel. Since the day I've started watching videos of 3Blue 1Brown, my life has been most productive than ever! Never thought that a lockdown would result in so much productivity!",tech
"quick question are the hidden layers = ""the parameters"" created by the algorithm?\nI new to machine learning",tech
"Somehow, I think the software you use to animate all this mathy stuff for your videos was written yourself.",tech
อื่อกราดครอพินเน็ตเวิกนะหลักการทำงานสลับครอเพื้อเข้ารหัสและรับส่งขอมูล,tech
"Omg...thats amazing ,well explained sir !",tech
Definitely a better explanation than my professor. Thank you !,tech
"""Unless you've been living under a rock, I think I hardly need to motivate the relevance and importance of machine learning and neural networks to the present and to the future."" - I don't think you put much thought into that statement did ya?",tech
This is deep.,tech
"Great video, learned a lot! One question: doesn't the location parameters of each neuron have be entered into the input layer for the activations to be meaningful?",tech
"I must have some cognitive problems, i didnt see any trees in the intro??",tech
king still really inspiring entire generations of programmers 3 years later,tech
"14:50 You can also drop the bias and use a output of 1. Thus add ""1"" to your a list. a0 = 1 and (w0,0 -> w0,n) are the bias-es. Keeps your program and math much cleaner.",tech
thank you so much for this amazings videos!!!,tech
"We may have been advancing at never expected pace, but to really bring things General AI in reality we need to advance at multiple times faster than ever",tech
"If only everything can be taught in this fashion... Loved it.. one small query though, isn't a(0) the first term itself bias?",tech
This kind of content is what the internet is designed for. What a gem.,tech
This channel is so damn good. Other channels give some terrible analogies and some other explain it in extreme technical detail. This strikes the perfect balance and provides a foundation to understand the more technical details,tech
I feel blessed after watching this. Thank you from bottom of my heart 🙏,tech
"This is a great explanation and the ""All of this is just a function"" line is a nice little sanity check",tech
"Fascinating 19 mins of well crafted knowledge sharing. Right, back to crashing toy cars with a 4 year old for me...",tech
The fact that I was sent here by my university lecturer is a testament to how good 3Blue1Brown is.,tech
This is the best intro to neural networks I have ever seen. The presentation is excellent! The animations are very very very helpful especially in understanding the formulas and matrices and how they came to be. Thanks a million. Looking forward for the next one.,tech
"this video is the best brief introduction to neural networks, amazing work",tech
"Oh, what an easy way to explain toughest of concepts!",tech
17:33 You have such a beautiful voice. (The video was great also btw),tech
This is the best explanation on neuron network I have ever seen! Thank you so much!,tech
The best introduction to Neural Net's I've ever seen. Kudos!,tech
Best videos ever to explain how deep learning works.,tech
"Moral of the story: Don't let your AI watch this, probably they can solve r captcha problems",tech
"Great video. What exactly determines the number of activation ""nodes"" or functions in each subsequent layer?",tech
"thank you very, very much. i finally understand how the weights and biases work. years ago, i tried to program neural nets. but i just could not comprehend the weights and biases. you explain them in such a simple way that i am going try again to program neural nets. what programming language is the best to implement neural nets these days?",tech
"Obligatory ""liked before viewing"" comment.",tech
Hours of scouring the internet to figure out how these things work and you explained it better than anyone I've ever heard in 20 minutes. Thank you so much!!,tech
a big round of applause for this level of creativity!!!,tech
Absolutely Brilliant! Thanks for making this video,tech
"After scouring the internet, this is the only video that does justice explaining the concept.",tech
"v well explained, my poor little brain needs a break now",tech
"Great video, this video really made some things click for me.",tech
"I have fed all these information about ""How we feed image layers to the artificial neurons"" to my bi01ogical neurons that it has started to speak 01.. Check the word ""Biological""",tech
"🔴 make more video on IA, it's wonderful to learn it with you",tech
I feel like i just found the vein of gold in the messy mine that is YouTube,tech
Finally I see the use of mathematics from 11th and 12th standard ...,tech
"Thank you, i actually understand neural networks wayy more now",tech
"Dude, never expected such an explanation!! Wooow like i don't know how to thank you!! Really great job!",tech
I wonder how good this would be in car tuning wow,tech
모리셔스머리카락,tech
"watching this for a second time and i can't believe how illuminating is to come back to the basics and get a renewed understanding -- grant, you're a treasure",tech
Thanks for this informative and well defined video. I will be coming back for more. ❤️🔥🎉,tech
Absolutely phenomenal video. Really shocked to see information like this be explained so succinctly and clearly. This answered a lot of questions regarding how these networks function. Thank you.,tech
This video is absolutely fantastic. Thank you.,tech
Bio teacher: what is a neuron?\nMe: a thing that holds a number between 0 and 1\nMe and my billion layered neuron brain:\nWebsite: are you a robot?,tech
"Thank you, Sir! It's really very kind of you. Making such tutorials needs a lot of determination, hard work, and time. A very nice explanation. Once again thank you so much.",tech
"I'm done for today, I'll come back tomorrow. btw this is my 2nd time watching this and still couldn't comprehend this",tech
"This channel always comes up with topics I've been interested for a bit at the time. Was the case with cryptocurrency, with higher dimensions and now neural networks. I like your content and it is explained and visualized very well. Thank you!",tech
I don't know why his voice inspires me so much..,tech
"Amazing, sorry for mi english, the IA in the last exercice know I am lost in the last point and surrender.",tech
"I wanted to learn about machine learning before, I’m really interested in AI. This is really helpful, thanks!",tech
"wait, is it like a function f(x) that gets changed in g(f(x) and then h(g(f(x) like layers?",tech
You can technically teach kids how to program deep learning easily.,tech
That was awesome! may ask what applications do you use for making these animations?,tech
"So, a bunch of these is me who is disappointing my parents every day on a constant routine?",tech
"This is so well presented and explained, the graphics are really top notch. I found myself understanding 80% of this in one viewing. I love logic.",tech
when math calls out youtube notification bias :D :D,tech
Me and my billion layered neuron brain:\nWebsite: are you a robot?,tech
He explains in a such a way that makes you believe that math is a living breathing thing,tech
Machine Learning expressed so clearly. Fantastic job Grant!,tech
awesome vid thanks for watching this feel much more prepared to start my job as a senior ML data scientist now :),tech
Neural networks is a topic I've wanted an intuitive understanding of for a while. 3b1b has the most intuitive explanations on YouTube.\n\nThis video could not be any better.,tech
5:48 hacking! MWAHAHAHA,tech
When your brain is smarter than you\nIn schools everyone taught us to practice maths but this man teaches us to imagine maths,tech
8:50 Here's where I lost the track and got confused,tech
Thanks for talking about the RELU vs Sigmoid.,tech
"Ah, Desmos is a patron",tech
"Great explanation, and effort on the animations are excellent, thank you very much 3Blue1Brown!",tech
"If someone can help me clarify this problem, i'd really appreciate it. This is for one example, right? One example, the image, with 784 features.",tech
The bias can be completely avoided by adding another number-holding part to each layer except the output and adding a constant as it's input,tech
I just discovered this channel and maaan i can't stop watching!!! The explanation and graphics are amazing!!! Thank you,tech
I just watched Welch labs machine learning playlist a few weeks ago. It was mind-blowing. I'm glad you're getting into machine learning too! : ),tech
my question is: what tool are you using to do the animations?,tech
Thanks thanks thanks so much for this really good explanation ! Looking forward to watch your other content too!,tech
This is beyond fascinating to me. I plan on watching all your other ML/AI videos. Very well put together video!,tech
"One of the few teachers that don't make you feel stupid, but actually help you understand the topic. I appreciate the time you spend on this.",tech
"Most fascinating channel on YT, hands down.",tech
"Could someone help me with the following? If the matrix multiplication shown in the video represents the full transition of activations from one layer to the next, why is the for loop at 15:14 necessary? (Does it represent multiple pairs of layers?)",tech
"Nice little touch at the end, SMART!",tech
Your videos are great! Thanks for the simple explanation of a complicated topic!,tech
"I can´t belief how good and easy this video is! Well done, very helpful",tech
bro honestly just teach me everything,tech
I work in a company developing just this kind of stuff. I’m still baffled how incredibly intelligent people are and I have no idea how they can repeatedly accept me as worthy enough to be with them.,tech
"The more you know, the more you know that you don't know.",tech
"Great video, Thank you!",tech
First 30 seconds of the video\nMy brain is already wandering off so deep,tech
"Great videos! Thanks you so much. I find the way you explain by visualisation incredibly useful and also as I see it in my head when I really understand something, but this really speeds up the process!\n Minute 14:39 the ""b"" vector, shouldn't it go from zero to ""k"" rather than ""n""?",tech
"Great explanation for the layman , Thank You",tech
"Great video, but maybe, I would recommend to look for the perceptron explanation before seeing this video :), even though, this video contains an amazing explanation.",tech
Sentdex brought me here ! \nSubscribed even before watching.. Amazing series man !,tech
The most intuitive channel on YouTube...,tech
"I believe there is a typo at 14:36 , the vector of biases should have length k (not n)",tech
I think I just damaged some of my neurons trying to understand this.,tech
"It´s a mistake . In this example, ""k"" would be ""15"". And ""n"" would be ""783""",tech
"you know how to watch this video?, After every few minutes pause this video go away for 2 mins come back and continue watching I don't know why but this helped me a lot",tech
this was shockingly similar to a projection matrix. didn't see that coming,tech
"Wait, so I just stumbled on how the app that has save my ass so many times, photomath, works. Lol.",tech
My first time seeing any of your videos \nAnd I have to say I'm IMPRESSED. subbed,tech
He is so amazing. Rightly dividing this complex topic with so much dexterity,tech
"There’s a huge demand for understanding variants like ResNet, VG16 et al in the way you explain things with great visual representation. 🙏 please consider making a series on variants of neural nets. I guarantee you it’ll be a massive hit.",tech
This was very helpful!,tech
"wait I didn't understand understand this I swear I tried to so much, but still I didn't get it",tech
Thanks for explaining the concept crystal clear!,tech
"What a time to be alive, with such Youtubers around!",tech
Why I need that waited sum as a math framework of activation functions or for determining activation value?,tech
"Keep going pleaseeee , i understand a full topi in 20 mn , thank you verryyyy much , hope to you all the best",tech
This is so beautifully animated and well explained .,tech
Damn you Grant Sanderson! You just keep raising the bar. I just want to be a Grant Sanderson in whatever field I chose my career in.,tech
Hence I'm referring to the sigmoid as a squishification function.,tech
"What tools or software do you think was used to make this video, cuz its just amazing and surely would take so many hours.",tech
"That sad part is that this is pretty much deep learning resarch. ""So the one thing didnt work at some point, so they tried this other thing and for whatever reasons it happended to work. Now everybody is using this new thing.""",tech
привет из России! Спасибо за видео),tech
Do other models of cognitive architecture! This was great,tech
"Wow a lot of things that i've learned on this first year of system engineering are captured on this video, but previously I didn't understand the real essence of it. Thank you for these amazing vids! Greetings from Argentina :)",tech
"Thank You for making such a wonderful video.\nI can now visualize what the NN is doing.\nPlease make more on ML, Deep Learning also.",tech
Anybody else sometimes feel the need to clap at the end of the video?\nSquishification is now added to my vocabulary.,tech
"Great video! However, the ReLU function doesn't squish the numbers into [0,1] like the sigmoid function. Is that not a problem?",tech
Has anyone else recognized this voice as the same voice from Khan Academy?,tech
"NO... Not now 3B1B, I have two deadlines due in 6 hours",tech
Thanks for the crystal clear explanation!,tech
"In the final layer, maybe add an eleventh neuron, for ""I have no idea what you scribbled there!"".",tech
"One of the best educational videos on Youtube, from one of the best youtubers out there. Thanks.",tech
"Thanks for such a wonderful video. \nBut i have a preocupation : At the level of the fifteenth seconds of this video, why does the matrix ""b"" has ""n"" lines rather than ""k""?",tech
"sir, that is a very good video!",tech
Truly exceptional quality! Many thanks from a Belgian student trying to get a grasp on the underlaying mechanisms of AI.,tech
Would Love a list of math concepts to learn.... to help in understanding neural networks,tech
You know a channel makes good content when 90% of said content is too intelligent for you to understand.,tech
"Since school closed, I will go through these videos",tech
"""It works but u don't know why""\n\nWell I will leave it to that",tech
"Just amazing explanation, wow !!!!!",tech
"Man this is some skillful work, must have taken a lot of time to animate like this. I'm not in a position to be able to donate but I just want to thank you so much for providing knowledge completely free of cost.",tech
"Sigmoid Squisification function!? Lol, Nice one!",tech
"I think I couldn't find more clear video than this one, thanks a lot for this masterpiece!",tech
The content on this channel is so unbelievably outstanding. I can only hope to one day be able to break down and visualize complex problems half this well,tech
"I watched this video when it came out and understood like a third of it. 2 years of math classes later, and now I understand the first 14 minutes of it. Then he hit me with that linear algebra.",tech
Amazingly explained! thanks so much.,tech
14:26 wait. Isn't the correct vector (-1 3)^T ?,tech
May I ask what software you use to make the animate effect in this video?,tech
This is definitely one of the best explanations I have seen so far! Proud to be a patron!,tech
Amazing explanation! Great job! Tnx a lot!,tech
"Great squishification, man.",tech
As a junior doctor interested in pursuing neurology I find this absolutely fascinating. \nI'm terrible with math but someday I really hope I'll have a grasp on this,tech
ti appreciate your work thank for detailed questioning and exlainingç,tech
First time in my life that I suscribe to a channel after they ask for it. I just loved this video sooooo much. Thank you!,tech
there's god sitting in between those patterns.,tech
Best neural network explanation i have watched so far.,tech
Thanks for this valuable video! 💪,tech
I'm waiting to GIMP and other open source software gets a tool to select subject automatically to mask and rotoscope. Perhaps I'm going to do it.,tech
you saved my peace of mind and my thesis with your beautiful animations! thanks <3,tech
HOW R ALL UR VIDEOS SO GOOD AND INTUITIVE MY MAN?,tech
Thank you for a vivid and detailed explanation of Neural Network like this.\nReally appreciate it.,tech
"Hey @3Blue1Brown, can I use a very specific section of your clip <10seconds in duration for my video after giving you attributions?",tech
